Provincia,Diseño institucional,Cámara,Apellido,Nombre,Bloque,Período,Género
Corrientes,Bicameral,Diputados,Chavez,Walter Andrés,Unión Cívica Radical,2021-2025,M
Corrientes,Bicameral,Diputados,Díaz,Aída Angélica,Proyecto Corrientes,2021-2025,F
Corrientes,Bicameral,Diputados,Galarza,Silvia Patricia,Autonomista,2021-2023,F
Corrientes,Bicameral,Diputados,Cassani,Pedro Gerardo,ELI,2019-2023,M
Corrientes,Bicameral,Diputados,Calomarde,Luis Alberto,Unión Cívica Radical,2021-2025,M
Corrientes,Bicameral,Diputados,Arias,Miguel Mateo,Justicialista,2019-2023,M
Corrientes,Bicameral,Diputados,Braillard Poccard,Germán María,Frente Renovador,2021-2025,M
Corrientes,Bicameral,Diputados,Benítez,Edgar Victoriano,Unión Popular Corrientes,2021-2025,M
Corrientes,Bicameral,Diputados,Báez,Ariel Carlos,Ciudadanos Comprometidos,2021-2025,M
Corrientes,Bicameral,Diputados,Ast,Norberto,Unión Cívica Radical,2019-2023,M
Corrientes,Bicameral,Diputados,Acevedo,César Víctor,Justicialista,2019-2023,M
Corrientes,Bicameral,Diputados,Giotta,Andrea María,Unión Cívica Radical,2021-2025,F
Corrientes,Bicameral,Diputados,Branz,Mario Jacinto,Partido Nuevo,2021-2025,M
Corrientes,Bicameral,Diputados,Hardoy,Eduardo Daniel,Partido Liberal,2019-2023,M
Corrientes,Bicameral,Diputados,Meixner,María Alicia,Justicialista,2019-2023,F
Corrientes,Bicameral,Diputados,López,Héctor María,Unión Cívica Radical,2019-2023,M
Corrientes,Bicameral,Diputados,Lazaroff Pucciarello,Lorena María A.,PRO,2019-2023,F
Corrientes,Bicameral,Diputados,Vallejos,Víctor Hugo,Norte Grande,2021-2023,F
Corrientes,Bicameral,Diputados,Rotela Cañate,Albana Virginia,Popular,2021-2025,F
Corrientes,Bicameral,Diputados,Romero Brisco,José,Autonomista,2021-2025,M
Corrientes,Bicameral,Diputados,Pozo,Horacio Vicente,ELI - Encuentro,2021-2025,M
Corrientes,Bicameral,Diputados,Podestá,Francisco Ángel,Proyecto Corrientes,2019-2023,M
Corrientes,Bicameral,Diputados,Sáez,Lautaro Javier,Popular,2019-2023,M
Corrientes,Bicameral,Diputados,Pereyra Cebreiro,Ana María,Liberal,2021-2025,M
Corrientes,Bicameral,Diputados,Otaño,Marcos Jesús,Justicialista,2019-2023,M
Corrientes,Bicameral,Diputados,Meza,Fabiana Mariel,Unión Cívica Radical,2019-2023,F
Corrientes,Bicameral,Diputados,Martino,María Belén,Justicialista,2021-2025,F
Corrientes,Bicameral,Diputados,Mancini,María Eugenia,"Cambio, Austeridad y Progreso",2021-2025,F
Corrientes,Bicameral,Diputados,Pérez Duarte,María del Carmen,ELI - Encuentro,2019-2023,F
Córdoba,Unicameral,Legislatura,Rinaldi,Julieta,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Pereyra,Cristina Alicia,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Petrone,María Andrea,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Piasco,Alejandra Danila,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Pihen,Jose Emilio,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Presas,Carlos Alberto,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Ramallo,Walter Andrés,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Recalde,Raúl Guillermo,Córdoba Cambia,2019-2023,M
Córdoba,Unicameral,Legislatura,Rins,Benigno,UCR,2019-2023,M
Córdoba,Unicameral,Legislatura,Suárez,Carmen Esther,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Rosso,Milena Marina,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Ruiz,Alejandro Antonio,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Saieg,Walter,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Scorza,Adrián Rubén,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Serrano,Patricio Eduardo,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Viola,Matías Marcelo,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Zorrilla,Ricardo,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Paleo,Silvia Gabriela,Córdoba Cambia,2019-2023,F
Córdoba,Unicameral,Legislatura,Rossi,Dante Valentín,UCR,2019-2023,M
Córdoba,Unicameral,Legislatura,Nanini,Paola,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Altamirano,Alfredo,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Martínez,Herminia Natalia,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Echevarría,Luciana Gabriela,MST Nueva Izquierda,2019-2023,F
Córdoba,Unicameral,Legislatura,De la Sota,Natalia,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,De Ferrari Rueda,Patricia,Córdoba Cambia,2019-2023,F
Córdoba,Unicameral,Legislatura,Cossar,Marcelo,UCR,2019-2023,M
Córdoba,Unicameral,Legislatura,Cid,Juan Manuel,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Chamorro,Matias Ezequiel,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Castro,Juan Carlos,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Caserio,Mariana Alicia,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Carrillo,Marisa Gladys,UCR,2019-2023,F
Córdoba,Unicameral,Legislatura,Carpintero,Leandro Marín,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Capitani,Darío Gustavo,Córdoba Cambia,2019-2023,M
Córdoba,Unicameral,Legislatura,Caffaratti,María Elisa,UCR,2019-2023,F
Córdoba,Unicameral,Legislatura,Busso,María Victoria,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Blangino,Juan José,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Bañuelos,Julio Alberto,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Argañaraz,María Noel,Frente de Izquierda y de los Trabajadores,2019-2023,F
Córdoba,Unicameral,Legislatura,Argañaras,Iohana Carolina,Hacemos Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Arduh,Orlando Víctor,Córdoba Cambia,2019-2023,M
Córdoba,Unicameral,Legislatura,Ambrosio,Alberto Vicente,Córdoba Cambia,2019-2023,M
Córdoba,Unicameral,Legislatura,Alesandri,Carlos  Tomás,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Miranda,Franco Diego,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Eslava,Gustavo Alberto,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Eslava,María Emilia,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Abraham,Liliana Noldy,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Fortuna,Francisco José,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Fernández,Nadia Vanesa,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Manzanares,María Graciela,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Marcone,María Rosa,Encuentro Vecinal Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Maldonado,Miguel Ángel Igancio,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Majul,Miguel Angel,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Lorenzo,Carlos Mariano,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Limia,Luis Leonardo,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Lencinas,Luis Carlos,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Latimori,Raúl Horacio,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Labat,Maria Laura,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Kyshakevych,Tania Anabel,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Mansilla,Doris Fatima,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Iturria,Dardo,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Jure,Juan Rubén,Córdoba Cambia,2019-2023,M
Córdoba,Unicameral,Legislatura,Garade Panetta,María Veronica,UCR,2019-2023,F
Córdoba,Unicameral,Legislatura,García,Sara del Carmen,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,González,Oscar Felix,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Giraldi,Ramón Luis,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Gudiño,Daniela Soledad,Córdoba Cambia,2019-2023,F
Córdoba,Unicameral,Legislatura,Guirardelli,María Adela,Hacemos por Córdoba,2019-2023,F
Córdoba,Unicameral,Legislatura,Hak,Diego Pablo,Hacemos por Córdoba,2019-2023,M
Córdoba,Unicameral,Legislatura,Irazuzta,Cecilia,Coalición Cívica - ARI,2019-2023,F
Córdoba,Unicameral,Legislatura,Grosso,Gerardo,Encuentro Vecinal Córdoba,2019-2023,M
Entre Ríos,Bicameral,Diputados,Moreno,Silvia del Carmen,Fte. Creer Entre Ríos,2019-2023,F
Entre Ríos,Bicameral,Diputados,Satto,Jorge Diego,Pro,2019-2023,M
Entre Ríos,Bicameral,Diputados,Navarro,Juan Reynaldo,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Ramos,Carina Manuela,Fte. Creer Entre Ríos,2019-2023,F
Entre Ríos,Bicameral,Diputados,Rebord,Mariano Pedro,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Rubattino,Verónica Paola,Fte. Creer Entre Ríos,2019-2023,F
Entre Ríos,Bicameral,Diputados,Silva,Leonardo Jesús,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Varisco,Lucía,UCR,2019-2023,F
Entre Ríos,Bicameral,Diputados,Solari,Eduardo,UCR,2019-2023,M
Entre Ríos,Bicameral,Diputados,Toller,María del Carmen,Fte. Creer Entre Ríos,2019-2023,F
Entre Ríos,Bicameral,Diputados,Troncoso,Manuel,Pro,2019-2023,M
Entre Ríos,Bicameral,Diputados,Vitor,Esteban,Pro,2019-2023,M
Entre Ríos,Bicameral,Diputados,Zacarías,Juan Domingo,Movimiento Social Entreríano,2019-2023,M
Entre Ríos,Bicameral,Diputados,Zavallo,Gustavo,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Mattiaguda,Nicolás Alejandro,Pro,2019-2023,M
Entre Ríos,Bicameral,Diputados,Solanas,Julio Rodolfo,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Maneiro,Julián,UCR,2019-2023,M
Entre Ríos,Bicameral,Diputados,Giano,Ángel Francisco,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Lara,Diego,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Loggio,Néstor,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Anguiano,Martín,Pro,2019-2023,M
Entre Ríos,Bicameral,Diputados,Brupbacher,Uriel Maximiliano,UCR,2019-2023,M
Entre Ríos,Bicameral,Diputados,Cáceres,José Orlando,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Cáceres,Reynaldo Jorge,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Castrillón,Sergio Daniel,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Cora,Stefanía,Fte. Creer Entre Ríos,2019-2023,F
Entre Ríos,Bicameral,Diputados,Acosta,Ayelen,Pro,2019-2023,F
Entre Ríos,Bicameral,Diputados,Cusinato,Gustavo,UCR,2019-2023,M
Entre Ríos,Bicameral,Diputados,Farfán,Mariana,Fte. Creer Entre Ríos,2019-2023,F
Entre Ríos,Bicameral,Diputados,Foletto,Sara Mercedes,UCR,2019-2023,F
Entre Ríos,Bicameral,Diputados,Huss,Juan Manuel,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Jaroslavsky,Gracia María,UCR,2019-2023,F
Entre Ríos,Bicameral,Diputados,Kramer,José María,Fte. Creer Entre Ríos,2019-2023,M
Entre Ríos,Bicameral,Diputados,Cosso,Juan Pablo,Fte. Creer Entre Ríos,2019-2023,M
Formosa,Unicameral,Legislatura,Rafael Alejandro Ceferino,Navas,Partido Justicialista,2021-2025,M
Formosa,Unicameral,Legislatura,Ana Gabriela,Neme,Floro Eleuterio Bogado,2021-2025,F
Formosa,Unicameral,Legislatura,Enrique Eduardo,Ramírez,Frente Amplio Formoseño,2021-2025,M
Formosa,Unicameral,Legislatura,Eleutaria,Roa,Partido Justicialista,2019-2023,F
Formosa,Unicameral,Legislatura,Carla Silcina,Zaiser,Frente Amplio Formoseño,2021-2025,F
Formosa,Unicameral,Legislatura,Agustín,Samaniego,Partido Justicialista,2021-2025,M
Formosa,Unicameral,Legislatura,Agostina,Villaggi,Frente Amplio Formoseño,2021-2025,F
Formosa,Unicameral,Legislatura,Rodrigo Emmanuel,Vera,Partido Justicialista,2021-2025,M
Formosa,Unicameral,Legislatura,Roberto Domingo,Vizcaíno Braida,Partido Justicialista,2019-2023,M
Formosa,Unicameral,Legislatura,Osvaldo Omar,Zárate,Frente Amplio Formoseño,2019-2023,M
Formosa,Unicameral,Legislatura,Jorge Luis,Zarza,Partido Justicialista,2019-2023,M
Formosa,Unicameral,Legislatura,Miguel Alfredo,Montoya,Frente Amplio Formoseño,2021-2025,M
Formosa,Unicameral,Legislatura,Azucena del Valle,Santillan,Partido Justicialista,2021-2025,F
Formosa,Unicameral,Legislatura,Noelia Ramona,Luna,Frente Amplio Formoseño,2019-2023,F
Formosa,Unicameral,Legislatura,Jorge,Román,Partido Justicialista,2021-2025,M
Formosa,Unicameral,Legislatura,Luis Eduardo,López Guaymás,Partido Justicialista,2019-2023,M
Formosa,Unicameral,Legislatura,Inés,Lotto,Partido Justicialista,2019-2023,F
Formosa,Unicameral,Legislatura,Juan Carlos,Amarilla,Frente Amplio Formoseño,2019-2023,M
Formosa,Unicameral,Legislatura,Adrián Floro,Bogado,Floro Eleuterio Bogado,2021-2025,M
Formosa,Unicameral,Legislatura,Otilia,Britez,Partido Justicialista,2019-2023,F
Formosa,Unicameral,Legislatura,Armando Felipe,Cabrera,Partido Justicialista,2019-2023,M
Formosa,Unicameral,Legislatura,Estela del Carmen,Escobar,Partido Justicialista,-,F
Formosa,Unicameral,Legislatura,Miguela Patricia,Arguello,Floro Eleuterio Bogado,2019-2023,M
Formosa,Unicameral,Legislatura,Viviana Griselda,Guzman,Partido Justicialista,2021-2025,F
Formosa,Unicameral,Legislatura,Aldo,Ingolotti,Partido Justicialista,2021-2025,M
Formosa,Unicameral,Legislatura,Yanina,Insfrán,Partido Justicialista,2019-2023,F
Formosa,Unicameral,Legislatura,Carlos Hugo,Insfrán,Partido Justicialista,2019-2023,M
Formosa,Unicameral,Legislatura,Sinforiano,López,Partido Justicialista,2019-2023,M
Formosa,Unicameral,Legislatura,Delia Teresa del Carmen,Galvan,Partido Justicialista,2021-2025,F
Jujuy,Unicameral,Legislatura,Posadas,Fernando Adrián,Frente de Todos,2019-2023,M
Jujuy,Unicameral,Legislatura,Luna,Guido Alfredo,UCR,2019-2023,M
Jujuy,Unicameral,Legislatura,Luna Murillo,Victoria Cristina,UCR,2019-2023,F
Jujuy,Unicameral,Legislatura,Martín Palmieri,Emanuel Angel,Frente de Todos,2019-2023,M
Jujuy,Unicameral,Legislatura,Morone,Adriano,UCR,2021-2025,M
Jujuy,Unicameral,Legislatura,Nasif,José Marcelo,Independiente,2019-2023,M
Jujuy,Unicameral,Legislatura,Nieto,Orlando Rodolfo,UCR,2019-2023,M
Jujuy,Unicameral,Legislatura,Ortega,Juan Eduardo,Frente de Todos,2021-2025,M
Jujuy,Unicameral,Legislatura,Ortiz,Mariela Del Valle,Primero Jujuy,2019-2023,F
Jujuy,Unicameral,Legislatura,Famos,Olga Yolanda,UCR,2021-2025,F
Jujuy,Unicameral,Legislatura,Snopek,Alejandro Francisco,Frente de Todos,2019-2023,M
Jujuy,Unicameral,Legislatura,Rivarola,Rubén Armando,Frente de Todos,2019-2023,M
Jujuy,Unicameral,Legislatura,Rodrigues,Jorge Alberto,Frente de Todos,2019-2023,M
Jujuy,Unicameral,Legislatura,Russo Arriola,Marta Itati,UCR,2021-2025,F
Jujuy,Unicameral,Legislatura,Santillan,Gaspar Alberto,Primero Jujuy,2019-2023,M
Jujuy,Unicameral,Legislatura,López,José Humberto,UCR,2021-2025,M
Jujuy,Unicameral,Legislatura,Tejerina,Adolfo Fabian,UCR,2021-2025,M
Jujuy,Unicameral,Legislatura,Tisera Villagra,Fátima Rocío,Frente de Todos,2019-2023,F
Jujuy,Unicameral,Legislatura,Tizón,Ramiro,UCR,2019-2023,M
Jujuy,Unicameral,Legislatura,Toro,Omar Edgardo,Primero Jujuy,2019-2023,M
Jujuy,Unicameral,Legislatura,Velez,Daniela del Carmen,Frente de Todos,2021-2025,F
Jujuy,Unicameral,Legislatura,Rivarola,Ernesto Cristian,Frente de Todos,2021-2025,M
Jujuy,Unicameral,Legislatura,Legal,Olver Pedro,UCR,2019-2023,M
Jujuy,Unicameral,Legislatura,Sanabia,Nestor Armando,UCR,2021-2025,M
Jujuy,Unicameral,Legislatura,Juárez Orieta,Débora Ruth,Frente de Todos,2019-2023,F
Jujuy,Unicameral,Legislatura,Jubert,Santiago Omar,UCR,2019-2023,M
Jujuy,Unicameral,Legislatura,Abud Robles,Juan Carlos,UCR,2019-2023,M
Jujuy,Unicameral,Legislatura,Alvarado,Cynthia Eunice,UCR,2021-2025,F
Jujuy,Unicameral,Legislatura,Amerise,Silvina Malena,UCR,2021-2025,F
Jujuy,Unicameral,Legislatura,Arias,Gustavo Daniel,UCR,2021-2025,M
Jujuy,Unicameral,Legislatura,Armella,Alejandra Patricia,Frente de Todos,2020-2025,F
Jujuy,Unicameral,Legislatura,Asmuzi,Antonio,Primero Jujuy,2019-2023,M
Jujuy,Unicameral,Legislatura,Batallanos,Mabel Alicia,UCR,2021-2025,F
Jujuy,Unicameral,Legislatura,Belizan,Pedro Horacio,Frente de Todos,2021-2025,M
Jujuy,Unicameral,Legislatura,Bernis,Alberto,UCR,2021-2025,M
Jujuy,Unicameral,Legislatura,Brajcich,Juan Ramon,UCR,2021-2025,M
Jujuy,Unicameral,Legislatura,Angelini,Luciano Victorio,UCR,2021-2025,M
Jujuy,Unicameral,Legislatura,Burgos,Maria Gabriela,UCR,2021-2025,F
Jujuy,Unicameral,Legislatura,Bravo,Ivana Gisel,UCR,2021-2025,F
Jujuy,Unicameral,Legislatura,Jenefes Quevedo,Juan Sebastian,Frente de Todos,2021-2025,M
Jujuy,Unicameral,Legislatura,Gutierrez,Omar Alberto,UCR,2021-2025,M
Jujuy,Unicameral,Legislatura,Gomez,Valeria Iliana,Frente de Todos,2021-2025,F
Jujuy,Unicameral,Legislatura,Guevara,Natalia Yanina,UCR,2021-2025,F
Jujuy,Unicameral,Legislatura,Ferreyra,Mariela Elizabet,Frente de Todos,2019-2023,F
Jujuy,Unicameral,Legislatura,Elias,Alejandra Eugenia,UCR,2025-2025,F
Jujuy,Unicameral,Legislatura,Cardozo Traillou,Juan Miguel,Frente de Todos,2019-2023,M
Jujuy,Unicameral,Legislatura,Cabana,Luis Horacio,Frente de Todos,2019-2023,M
Jujuy,Unicameral,Legislatura,Ferrin,Maria Teresa,UCR,2019-2023,F
La Pampa,Bicameral,Diputados,Marín,Espartaco,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Pereyra,Carina Lorena,FREJUPA,2019-2023,F
La Pampa,Bicameral,Diputados,Mayoral,Alicia Susana,FREJUPA,2019-2023,F
La Pampa,Bicameral,Diputados,Montes De Oca,César,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Pepa,Eduardo Antonio,Propuesta Federal,2019-2023,M
La Pampa,Bicameral,Diputados,Robledo,Roberto Ricardo,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Trapaglia,María Laura,Propuesta Federal,2019-2023,F
La Pampa,Bicameral,Diputados,Sola,Javier Facundo,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Torroba,Francisco Javier,UCR,2019-2023,M
La Pampa,Bicameral,Diputados,Traba,Matías Francisco,Propuesta Federal,2019-2023,M
La Pampa,Bicameral,Diputados,Valderrama,CALVO María,UCR,2019-2023,F
La Pampa,Bicameral,Diputados,Zanoli,Oscar Alberto,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Lujan,Valeria Estefanía,FREJUPA,2019-2023,F
La Pampa,Bicameral,Diputados,Rojas,Raúl Ariel,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Larreta,María Silvia,FREJUPA,2019-2023,F
La Pampa,Bicameral,Diputados,García,María Agustina,UCR,2019-2023,F
La Pampa,Bicameral,Diputados,González,José Adrián,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Guzmán,Estela Maris,UCR,2019-2023,F
La Pampa,Bicameral,Diputados,Agon,Mauricio Rubén,UCR,2019-2023,M
La Pampa,Bicameral,Diputados,Ardohain,Martín Miguel,Propuesta Federal,2019-2023,M
La Pampa,Bicameral,Diputados,Balsa,Martín Horacio,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Beilmann,Oscar Alfredo,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Brindesi,Juan Pedro,Comunidad Organizada,2019-2023,M
La Pampa,Bicameral,Diputados,Avendaño,Leonardo Fabio,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Calvo,Rodolfo,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Clara,Lorena Fabiana,UCR,2019-2023,F
La Pampa,Bicameral,Diputados,Cuelle,Marcos Rubén,UCR,2019-2023,M
La Pampa,Bicameral,Diputados,Fonseca,Sandra Fabiana,Comunidad Organizada,2019-2023,F
La Pampa,Bicameral,Diputados,González,Julio César,FREJUPA,2019-2023,M
La Pampa,Bicameral,Diputados,Caimari,Lilia Ana,FREJUPA,2019-2023,F
La Rioja,Unicameral,Legislatura,Oviedo,Humberto Ariel,Partido Justicialista,2017-2021,M
La Rioja,Unicameral,Legislatura,Herrera,Jorge Ricardo,Frente de Todos,2019-2023,M
La Rioja,Unicameral,Legislatura,Klor,Jaime Roberto,Juntos por La Rioja,2019-2023,M
La Rioja,Unicameral,Legislatura,Luna,Pedro Roberto,Arauco Crece,2019-2023,M
La Rioja,Unicameral,Legislatura,Madera,Teresita Leonor,Partido Justicialista,2017-2021,F
La Rioja,Unicameral,Legislatura,Miranda,Hugo Daniel,Fuerza Cívica Riojana,2017-2021,M
La Rioja,Unicameral,Legislatura,Muñoz,Egle Maricel,Partido Justicialista,2017-2021,F
La Rioja,Unicameral,Legislatura,Paez,Hugo Raúl,Partido Justicialista,2017-2021,M
La Rioja,Unicameral,Legislatura,Torres,Sylvia Sonia,Encuentro por La Rioja,2017-2021,F
La Rioja,Unicameral,Legislatura,Ruiz,Mario Claudio,Ciudadanos,2019-2023,M
La Rioja,Unicameral,Legislatura,Salzwedel,Rodolfo Ernesto,Unidos Somos Más,2019-2023,M
La Rioja,Unicameral,Legislatura,Santander,Juan Carlos,Partido Justicialista,2019-2021,M
La Rioja,Unicameral,Legislatura,Saúl,Cristina,Frente del Pueblo,2020-2021,F
La Rioja,Unicameral,Legislatura,Sotomayor,Antonio Arsenio,Frente de Todos,2019-2023,M
La Rioja,Unicameral,Legislatura,Vargas,Cesar Uriel,Frente de Todos,2019-2023,M
La Rioja,Unicameral,Legislatura,Gurgone Flores,Hernán,Acción Riojana,2019-2021,M
La Rioja,Unicameral,Legislatura,Romero,Juan Ramón,Partido Justicialista,2017-2021,M
La Rioja,Unicameral,Legislatura,Goycochea,Pedro Oscar,Encuentro por La Rioja,2019-2021,M
La Rioja,Unicameral,Legislatura,Delgado,Fernando Exequiel,Partido Justicialista,2019-2021,M
La Rioja,Unicameral,Legislatura,Galván,Mario Gustavo,Fuerza Cívica Riojana,2017-2021,M
La Rioja,Unicameral,Legislatura,Akiki,Claudio Rodrigo,Partido de la Victoria,2019-2023,M
La Rioja,Unicameral,Legislatura,Albarracín,Angel José,Frente de Todos,2019-2023,M
La Rioja,Unicameral,Legislatura,Aliendro,Carla Noelia,Frente de Todos,2019-2023,F
La Rioja,Unicameral,Legislatura,Amado Filipes,Juan Nicolás,Fuerza Cívica Riojana,2017-2021,M
La Rioja,Unicameral,Legislatura,Amoroso,Gabriela María,Con La gente,2017-2021,F
La Rioja,Unicameral,Legislatura,Barrera,Néstor,Frente de Todos,2020-2023,M
La Rioja,Unicameral,Legislatura,Bordagaray,Ismael Anibal,Fte. Social para el Desarrollo,2019-2023,M
La Rioja,Unicameral,Legislatura,Allendes,Ramón Alfredo,Frente de Todos,2019-2023,M
